9.8	0
9.8	0.00135526
9.8	0.0054206
9.8	0.0121959
9.8	0.0216807
9.8	0.0338748
9.8	0.0487775
9.8	0.0663883
9.8	0.0880077
9.8	0.11499
9.8	0.148288
9.8	0.188965
9.8	0.238199
9.8	0.297285
9.8	0.367646
9.8	0.450834
9.8	0.548537
9.8	0.662583
9.8	0.794944
9.8	0.947741
9.8	1.12325
9.8	1.32389
9.8	1.55225
9.8	1.80374
9.8	2.07372
9.8	2.36207
9.8	2.66869
9.8	2.99345
9.8	3.33621
9.8	3.69685
9.8	4.07522
9.8	4.47117
9.8	4.88453
9.8	5.31515
9.8	5.76285
9.8	6.22745
9.8	6.70877
9.8	7.20661
9.8	7.72078
9.8	8.25107
9.8	8.79726
9.8	9.35914
9.8	9.93649
9.8	10.5291
9.8	11.1366
9.8	11.759
9.8	12.3958
9.8	13.0469
9.8	13.712
9.8	14.3907
9.8	15.083
9.8	15.7884
9.8	16.5067
9.8	17.2376
9.8	17.9809
9.8	18.7361
9.8	19.5031
9.8	20.2814
9.8	21.0709
9.8	21.8711
9.8	22.6818
9.8	23.5026
9.8	24.3333
9.8	25.1734
9.8	26.0226
9.8	26.8807
9.8	27.7472
9.8	28.6218
9.8	29.5042
9.8	30.394
9.8	31.2908
9.8	32.1943
9.8	33.1042
9.8	34.02
9.8	34.9414
9.8	35.868
9.8	36.7995
9.8	37.7355
9.8	38.6756
9.8	39.6195
9.8	40.5667
9.8	41.5169
9.8	42.4697
9.8	43.4247
9.8	44.3815
9.8	45.3398
9.8	46.2992
9.8	47.2593
9.8	48.2196
9.8	49.1799
9.8	50.1398
9.8	51.0987
9.8	52.0565
9.8	53.0126
9.8	53.9667
9.8	54.9185
9.8	55.8675
9.8	56.8133
9.8	57.7557
9.8	58.6941
9.8	59.6283
9.8	60.5578
9.8	61.4824
9.8	62.4015
9.8	63.3149
9.8	64.2221
9.8	65.1229
9.8	66.0169
9.8	66.9036
9.8	67.7828
9.8	68.6541
9.8	69.5171
9.8	70.3715
9.8	71.217
9.8	72.0532
9.8	72.8798
9.8	73.6965
9.8	74.5029
9.8	75.2987
9.8	76.0836
9.8	76.8572
9.8	77.6193
9.8	78.3696
9.8	79.1078
9.8	79.8335
9.8	80.5465
9.8	81.2464
9.8	81.9331
9.8	82.6062
9.8	83.2655
9.8	83.9107
9.8	84.5415
9.8	85.1578
9.8	85.7591
9.8	86.3454
9.8	86.9164
9.8	87.4717
9.8	88.0113
9.8	88.535
9.8	89.0424
9.8	89.5334
9.8	90.0077
9.8	90.4653
9.8	90.906
9.8	91.3294
9.8	91.7356
9.8	92.1242
9.8	92.4952
9.8	92.8485
9.8	93.1838
9.8	93.501
9.8	93.8
9.8	94.0808
9.8	94.3431
9.8	94.5868
9.8	94.812
9.8	95.0184
9.8	95.2061
9.8	95.3748
9.8	95.5246
9.8	95.6555
9.8	95.7672
9.8	95.8599
9.8	95.9334
9.8	95.9878
9.8	96.023
9.8	96.0389
9.8	96.0357
9.8	96.0133
9.8	95.9716
9.8	95.9108
9.8	95.8309
9.8	95.7318
9.8	95.6136
9.8	95.4764
9.8	95.3202
9.8	95.1451
9.8	94.9511
9.8	94.7384
9.8	94.507
9.8	94.257
9.8	93.9885
9.8	93.7016
9.8	93.3964
9.8	93.0731
9.8	92.7317
9.8	92.3725
9.8	91.9956
9.8	91.601
9.8	91.189
9.8	90.7598
9.8	90.3134
9.8	89.8502
9.8	89.3702
9.8	88.8736
9.8	88.3608
9.8	87.8317
9.8	87.2868
9.8	86.7262
9.8	86.15
9.8	85.5587
9.8	84.9523
9.8	84.3311
9.8	83.6954
9.8	83.0455
9.8	82.3815
9.8	81.7038
9.8	81.0126
9.8	80.3082
9.8	79.5909
9.8	78.861
9.8	78.1188
9.8	77.3645
9.8	76.5984
9.8	75.821
9.8	75.0324
9.8	74.233
9.8	73.4231
9.8	72.6031
9.8	71.7732
9.8	70.9338
9.8	70.0853
9.8	69.228
9.8	68.3621
9.8	67.4881
9.8	66.6064
9.8	65.7172
9.8	64.8209
9.8	63.9179
9.8	63.0085
9.8	62.0932
9.8	61.1722
9.8	60.2459
9.8	59.3148
9.8	58.3792
9.8	57.4394
9.8	56.4958
9.8	55.5488
9.8	54.5989
9.8	53.6463
9.8	52.6914
9.8	51.7347
9.8	50.7765
9.8	49.8172
9.8	48.8572
9.8	47.8968
9.8	46.9365
9.8	45.9766
9.8	45.0176
9.8	44.0597
9.8	43.1035
9.8	42.1492
9.8	41.1972
9.8	40.248
9.8	39.3019
9.8	38.3592
9.8	37.4204
9.8	36.4859
9.8	35.556
9.8	34.6311
9.8	33.7115
9.8	32.7976
9.8	31.8899
9.8	30.9886
9.8	30.0941
9.8	29.2067
9.8	28.3269
9.8	27.455
9.8	26.5913
9.8	25.7362
9.8	24.89
9.8	24.053
9.8	23.2256
9.8	22.4082
9.8	21.601
9.8	20.8043
9.8	20.0185
9.8	19.244
9.8	18.4809
9.8	17.7297
9.8	16.9906
9.8	16.2639
9.8	15.5498
9.8	14.8488
9.8	14.1611
9.8	13.4869
9.8	12.8265
9.8	12.1801
9.8	11.5482
9.8	10.9308
9.8	10.3282
9.8	9.74072
9.8	9.16854
9.8	8.61191
9.8	8.07104
9.8	7.54615
9.8	7.03745
9.8	6.54514
9.8	6.06941
9.8	5.61047
9.8	5.16849
9.8	4.74366
9.8	4.33613
9.8	3.94607
9.8	3.57365
9.8	3.219
9.8	2.88227
9.8	2.5636
9.8	2.26311
9.8	1.98092
9.8	1.71714
9.8	1.47189
9.8	1.24525
9.8	1.03732
9.8	0.848191
9.8	0.677925
9.8	0.526596
9.8	0.394263
9.8	0.28098
9.8	0.186791
9.8	0.111736
9.8	0.0558429
9.8	0.019135
9.8	0.00162681
9.8	0.00332535
9.8	0.0242299
9.8	0.0643322
9.8	0.123616
9.8	0.202058
9.8	0.299626
9.8	0.416282
9.8	0.551979
9.8	0.706662
9.8	0.88027
9.8	1.07273
9.8	1.28397
9.8	1.51391
9.8	1.76245
9.8	2.02949
9.8	2.31492
9.8	2.61864
9.8	2.94051
9.8	3.28042
9.8	3.63823
9.8	4.01378
9.8	4.40694
9.8	4.81754
9.8	5.24542
9.8	5.69041
9.8	6.15233
9.8	6.631
9.8	7.12623
9.8	7.63781
9.8	8.16554
9.8	8.70922
9.8	9.26861
9.8	9.84351
9.8	10.4337
9.8	11.0389
9.8	11.6589
9.8	12.2934
9.8	12.9422
9.8	13.6051
9.8	14.2817
9.8	14.9718
9.8	15.6752
9.8	16.3915
9.8	17.1204
9.8	17.8617
9.8	18.615
9.8	19.3801
9.8	20.1567
9.8	20.9444
9.8	21.743
9.8	22.552
9.8	23.3712
9.8	24.2003
9.8	25.039
9.8	25.8868
9.8	26.7435
9.8	27.6086
9.8	28.482
9.8	29.3631
9.8	30.2518
9.8	31.1475
9.8	32.05
9.8	32.9588
9.8	33.8737
9.8	34.7943
9.8	35.7201
9.8	36.6509
9.8	37.5862
9.8	38.5257
9.8	39.4689
9.8	40.4156
9.8	41.3654
9.8	42.3178
9.8	43.2725
9.8	44.229
9.8	45.1871
9.8	46.1464
9.8	47.1063
9.8	48.0667
9.8	49.027
9.8	49.9869
9.8	50.9461
9.8	51.904
9.8	52.8605
9.8	53.8149
9.8	54.7671
9.8	55.7165
9.8	56.6629
9.8	57.6059
9.8	58.5449
9.8	59.4798
9.8	60.4101
9.8	61.3355
9.8	62.2555
9.8	63.1698
9.8	64.0781
9.8	64.9799
9.8	65.875
9.8	66.7629
9.8	67.6433
9.8	68.5158
9.8	69.3802
9.8	70.236
9.8	71.083
9.8	71.9207
9.8	72.7488
9.8	73.5671
9.8	74.3752
9.8	75.1727
9.8	75.9593
9.8	76.7348
9.8	77.4987
9.8	78.2509
9.8	78.991
9.8	79.7187
9.8	80.4338
9.8	81.1358
9.8	81.8247
9.8	82.5
9.8	83.1615
9.8	83.8089
9.8	84.442
9.8	85.0606
9.8	85.6644
9.8	86.2531
9.8	86.8265
9.8	87.3843
9.8	87.9265
9.8	88.4526
9.8	88.9626
9.8	89.4563
9.8	89.9333
9.8	90.3936
9.8	90.8369
9.8	91.2631
9.8	91.6721
9.8	92.0635
9.8	92.4373
9.8	92.7934
9.8	93.1316
9.8	93.4517
9.8	93.7536
9.8	94.0373
9.8	94.3025
9.8	94.5493
9.8	94.7774
9.8	94.9868
9.8	95.1774
9.8	95.3492
9.8	95.502
9.8	95.6359
9.8	95.7507
9.8	95.8464
9.8	95.923
9.8	95.9804
9.8	96.0186
9.8	96.0377
9.8	96.0375
9.8	96.0181
9.8	95.9796
9.8	95.9218
9.8	95.8449
9.8	95.7488
9.8	95.6337
9.8	95.4995
9.8	95.3464
9.8	95.1742
9.8	94.9833
9.8	94.7735
9.8	94.5451
9.8	94.298
9.8	94.0325
9.8	93.7485
9.8	93.4462
9.8	93.1258
9.8	92.7873
9.8	92.4309
9.8	92.0568
9.8	91.665
9.8	91.2558
9.8	90.8293
9.8	90.3856
9.8	89.9251
9.8	89.4477
9.8	88.9538
9.8	88.4435
9.8	87.9171
9.8	87.3747
9.8	86.8165
9.8	86.2428
9.8	85.6539
9.8	85.0499
9.8	84.431
9.8	83.7976
9.8	83.1499
9.8	82.4882
9.8	81.8126
9.8	81.1236
9.8	80.4213
9.8	79.706
9.8	78.9781
9.8	78.2378
9.8	77.4854
9.8	76.7212
9.8	75.9455
9.8	75.1587
9.8	74.361
9.8	73.5528
9.8	72.7344
9.8	71.906
9.8	71.0682
9.8	70.2211
9.8	69.3651
9.8	68.5006
9.8	67.6279
9.8	66.7473
9.8	65.8593
9.8	64.9641
9.8	64.0621
9.8	63.1538
9.8	62.2393
9.8	61.3192
9.8	60.3938
9.8	59.4634
9.8	58.5285
9.8	57.5893
9.8	56.6463
9.8	55.6999
9.8	54.7504
9.8	53.7982
9.8	52.8436
9.8	51.8872
9.8	50.9292
9.8	49.9701
9.8	49.0101
9.8	48.0498
9.8	47.0894
9.8	46.1295
9.8	45.1703
9.8	44.2122
9.8	43.2556
9.8	42.301
9.8	41.3486
9.8	40.399
9.8	39.4523
9.8	38.5091
9.8	37.5697
9.8	36.6345
9.8	35.7038
9.8	34.778
9.8	33.8576
9.8	32.9428
9.8	32.034
9.8	31.1317
9.8	30.2361
9.8	29.3476
9.8	28.4665
9.8	27.5933
9.8	26.7283
9.8	25.8718
9.8	25.0241
9.8	24.1857
9.8	23.3567
9.8	22.5377
9.8	21.7288
9.8	20.9305
9.8	20.1429
9.8	19.3666
9.8	18.6017
9.8	17.8485
9.8	17.1075
9.8	16.3788
9.8	15.6627
9.8	14.9596
9.8	14.2697
9.8	13.5933
9.8	12.9307
9.8	12.2821
9.8	11.6478
9.8	11.0281
9.8	10.4232
9.8	9.83327
9.8	9.25864
9.8	8.69951
9.8	8.15612
9.8	7.62867
9.8	7.11737
9.8	6.62244
9.8	6.14406
9.8	5.68244
9.8	5.23774
9.8	4.81016
9.8	4.39987
9.8	4.00702
9.8	3.63178
9.8	3.27429
9.8	2.93469
9.8	2.61314
9.8	2.30974
9.8	2.02463
9.8	1.75791
9.8	1.5097
9.8	1.2801
9.8	1.06918
9.8	0.877052
9.8	0.703776
9.8	0.549427
9.8	0.414065
9.8	0.297744
9.8	0.200512
9.8	0.122407
9.8	0.0634607
9.8	0.0236961
9.8	0.00312945
9.8	0.00176888
9.8	0.019615
9.8	0.0566605
9.8	0.112891
9.8	0.188283
9.8	0.282808
9.8	0.396427
9.8	0.529094
9.8	0.680758
9.8	0.851356
9.8	1.04082
9.8	1.24908
9.8	1.47604
9.8	1.72162
9.8	1.98572
9.8	2.26823
9.8	2.56905
9.8	2.88804
9.8	3.22509
9.8	3.58005
9.8	3.95278
9.8	4.34315
9.8	4.75098
9.8	5.17612
9.8	5.6184
9.8	6.07764
9.8	6.55365
9.8	7.04626
9.8	7.55524
9.8	8.08042
9.8	8.62157
9.8	9.17848
9.8	9.75092
9.8	10.3387
9.8	10.9415
9.8	11.5592
9.8	12.1914
9.8	12.838
9.8	13.4986
9.8	14.1731
9.8	14.861
9.8	15.5623
9.8	16.2765
9.8	17.0035
9.8	17.7428
9.8	18.4942
9.8	19.2575
9.8	20.0323
9.8	20.8182
9.8	21.6151
9.8	22.4225
9.8	23.2401
9.8	24.0677
9.8	24.9048
9.8	25.7512
9.8	26.6064
9.8	27.4703
9.8	28.3424
9.8	29.2223
9.8	30.1098
9.8	31.0044
9.8	31.9058
9.8	32.8137
9.8	33.7276
9.8	34.6473
9.8	35.5723
9.8	36.5023
9.8	37.4369
9.8	38.3758
9.8	39.3185
9.8	40.2646
9.8	41.2139
9.8	42.1659
9.8	43.1203
9.8	44.0766
9.8	45.0345
9.8	45.9935
9.8	46.9534
9.8	47.9137
9.8	48.8741
9.8	49.8341
9.8	50.7934
9.8	51.7516
9.8	52.7083
9.8	53.6631
9.8	54.6156
9.8	55.5655
9.8	56.5124
9.8	57.4559
9.8	58.3957
9.8	59.3312
9.8	60.2623
9.8	61.1884
9.8	62.1093
